user_id,treatment,platform,user_type,country,conversion,bounced,session_length
226,1,desktop,new,INTL,0,0,6.594025995666775
227,0,desktop,new,INTL,0,0,3.0653726543070414
228,1,mobile,returning,INTL,0,0,6.790466481299399
229,1,mobile,returning,US,0,1,8.736427346040927
230,1,mobile,returning,INTL,0,0,8.907565705769166
231,1,mobile,new,US,0,0,3.7769614779452603
232,1,desktop,returning,INTL,0,0,11.519835831128956
233,0,mobile,returning,US,1,1,6.622587072452216
234,0,desktop,new,US,1,0,5.357294781146693
235,1,mobile,new,US,0,1,3.0445684408887335
236,0,desktop,new,INTL,0,0,6.349628835248143
237,0,mobile,returning,US,1,0,12.401831087635582
238,1,desktop,returning,US,1,1,10.965611545249928
239,0,mobile,new,US,0,0,6.969590651299728
240,1,mobile,new,INTL,0,0,3.8887643476649734
241,1,mobile,returning,US,0,1,7.048100531925455
242,1,mobile,returning,INTL,0,1,8.97406957930171
243,0,mobile,returning,INTL,1,1,9.324259403861554
244,0,mobile,returning,INTL,1,1,8.324376084626794
245,1,desktop,new,INTL,0,0,5.912868613280253
246,0,mobile,returning,INTL,0,1,9.783551230594481
247,1,desktop,new,US,0,0,7.655070408215325
248,1,desktop,returning,US,0,0,5.948893177421832
249,1,mobile,new,INTL,0,0,5.140544579675237
250,0,mobile,returning,US,0,1,9.067259843969847
251,0,mobile,new,US,0,1,4.90176566595308
252,1,mobile,returning,INTL,0,0,9.218531089107334
253,0,mobile,new,US,0,0,5.2672188959651285
254,0,desktop,returning,INTL,0,0,10.160185123497945
255,1,mobile,returning,INTL,0,1,6.747486473674755
256,1,mobile,new,US,0,1,5.189062006339446
257,1,mobile,returning,US,0,0,7.655892674145536
258,1,desktop,returning,US,0,1,10.693940051186479
259,0,mobile,returning,INTL,0,0,9.311495550144159
260,1,mobile,returning,US,0,0,6.613532048744703
261,1,mobile,returning,US,0,0,6.891618079983479
262,0,mobile,returning,INTL,0,0,7.7857461397898415
263,1,desktop,returning,US,0,0,8.22774613050873
264,1,desktop,new,US,0,1,4.283173366682599
265,1,mobile,new,US,0,0,4.67800264651734
266,1,mobile,returning,US,0,0,9.352112103067565
267,1,mobile,new,US,0,1,6.785475096562302
268,0,mobile,returning,INTL,0,1,5.852724043618568
269,0,mobile,new,US,0,1,3.1152071541133703
270,1,mobile,returning,US,0,0,6.410302666240639
271,1,mobile,returning,US,0,1,4.631342982862551
272,1,desktop,returning,US,0,0,6.304918691987566
273,1,mobile,returning,INTL,0,0,7.826813372000712
274,1,desktop,returning,US,0,1,8.143175457799481
275,1,mobile,new,INTL,0,0,2.2185923984714955
276,1,mobile,new,US,0,1,6.55504945202058
277,1,desktop,new,INTL,0,1,5.0670585165455355
278,1,mobile,returning,US,1,0,6.522583299468796
279,1,mobile,new,US,0,1,6.324833724295178
280,1,mobile,new,US,0,0,5.416318921756885
281,0,mobile,returning,INTL,0,0,8.1363688722611
282,0,desktop,returning,US,0,1,7.458118018700861
283,0,desktop,new,US,0,1,6.554431178674653
284,1,mobile,new,INTL,0,0,4.150781196008347
285,0,mobile,returning,US,0,1,7.857448390411033
286,0,mobile,returning,US,1,0,6.435256411621058
287,1,mobile,new,INTL,0,0,6.513840501407953
288,0,mobile,returning,US,0,1,10.528893621849633
289,1,mobile,returning,INTL,1,0,7.6178398321377365
290,0,mobile,returning,US,0,1,7.470777537428363
291,0,mobile,returning,US,0,1,9.603174615430744
292,1,mobile,returning,US,0,1,8.182976388904379
293,0,mobile,returning,INTL,0,0,7.534345655413226
294,0,mobile,new,INTL,0,1,7.426715058091065
295,1,desktop,new,INTL,0,0,5.063314715991909
296,1,desktop,returning,US,0,0,6.270808990570971
297,0,mobile,returning,INTL,0,1,8.101312137778988
298,1,mobile,returning,US,0,0,8.926516045492324
299,0,desktop,new,US,0,0,5.854152555222662
300,0,desktop,returning,INTL,0,0,6.441047981600871
301,1,desktop,new,US,0,1,5.0953133971123
302,1,mobile,returning,US,0,0,9.094472522956503
303,1,desktop,new,US,0,0,6.110736751352723
304,1,mobile,returning,INTL,0,0,7.271680401019848
305,1,desktop,returning,US,1,0,8.004380323964114
306,1,desktop,new,US,0,0,7.319815785544712
307,0,mobile,new,INTL,0,1,7.222001534618624
308,1,desktop,returning,US,1,0,6.098232419604848
309,0,mobile,returning,US,1,1,9.609892233459522
310,0,desktop,new,INTL,0,0,6.474634206324943
311,0,mobile,new,INTL,1,0,8.089478749014038
312,0,desktop,new,US,0,1,5.596302755182582
313,1,mobile,returning,INTL,0,0,9.002849076684289
314,1,desktop,new,US,0,0,6.403399465017028
315,1,mobile,new,US,0,1,3.129153527482404
316,0,mobile,returning,US,0,0,9.730896490946296
317,0,mobile,returning,US,0,0,9.414131913609477
318,0,desktop,new,US,0,0,4.725110377039817
319,0,mobile,returning,INTL,0,0,8.634267859848272
320,1,mobile,returning,INTL,0,0,10.461631136336726
321,1,mobile,returning,INTL,0,1,6.575441698357788
322,1,desktop,new,INTL,1,0,6.78925287083144
323,0,mobile,returning,US,0,0,6.557680044588128
324,1,mobile,new,US,0,1,3.944536717133305
325,1,mobile,new,INTL,0,0,6.015845087150165
326,1,mobile,new,INTL,0,0,5.185021800435243
327,1,mobile,returning,INTL,1,0,6.998143634938466
328,0,mobile,returning,US,0,0,10.75374484164998
329,0,desktop,returning,US,0,0,6.817281124716834
330,0,desktop,new,US,0,0,5.481031174117033
331,1,mobile,returning,US,1,1,8.037658774739128
332,0,mobile,returning,US,1,0,6.89273861249427
333,0,mobile,new,US,0,1,6.4638453488565855
334,0,mobile,returning,INTL,0,0,9.81201317129178
335,0,desktop,new,US,0,0,5.528096941373742
336,1,mobile,returning,US,0,0,6.2721107979299635
337,1,mobile,new,INTL,0,0,4.331339789938418
338,0,mobile,returning,US,0,0,4.182387834694765
339,0,desktop,returning,US,0,1,9.709185496077776
340,0,mobile,returning,US,1,1,8.596885498047463
341,0,mobile,new,INTL,0,0,5.435360529678017
342,0,mobile,returning,US,1,0,5.699814630896334
343,0,desktop,new,INTL,0,0,7.363558988179273
344,0,desktop,returning,US,0,1,7.543604980260695
345,1,mobile,returning,US,0,0,8.1478648186508
346,1,mobile,new,US,1,0,4.782910126937477
347,0,desktop,new,US,0,0,3.2776523723530557
348,0,mobile,returning,US,0,0,10.102814657205931
349,1,mobile,returning,INTL,0,0,8.917875366991648
350,1,mobile,new,US,0,1,5.94605035810797
351,1,mobile,new,INTL,0,0,5.272270787627747
352,1,mobile,new,INTL,0,0,3.0037818711327353
353,0,desktop,returning,INTL,0,1,9.503446127606416
354,0,mobile,returning,US,0,0,11.507498266182628
355,1,mobile,returning,INTL,0,1,7.474203670335032
356,0,desktop,returning,US,1,0,8.403532457394114
357,1,mobile,returning,US,0,0,5.647241234046728
358,1,mobile,returning,INTL,1,0,4.194400163228762
359,1,mobile,new,US,0,0,4.2613266060470165
360,0,desktop,returning,INTL,0,0,10.42250225319918
361,1,desktop,new,US,0,0,7.715638070540671
362,0,desktop,new,US,0,0,5.601887582475928
363,1,desktop,returning,US,1,1,8.845193941572864
364,1,mobile,new,US,1,0,2.972457366188788
365,0,mobile,returning,US,0,1,8.366839387713927
366,1,desktop,returning,US,0,0,7.413353285651283
367,1,mobile,returning,INTL,0,1,7.3820067314348305
368,0,mobile,new,INTL,0,0,5.288019840442445
369,0,mobile,new,INTL,0,0,5.261240790132424
370,0,mobile,new,INTL,0,0,7.1945984066005
371,0,desktop,returning,US,0,1,11.145884122607237
372,0,mobile,returning,INTL,0,1,7.9458165177604565
373,1,mobile,returning,US,0,0,9.427945578829117
374,0,desktop,returning,US,0,1,6.337653546323817
375,0,mobile,returning,INTL,0,0,8.061642095743384
376,1,mobile,returning,US,0,0,5.355709552278502
377,0,mobile,returning,INTL,0,1,7.731454237331198
378,1,desktop,new,US,0,0,6.773548284745236
379,0,desktop,returning,US,0,0,9.877951187925513
380,0,desktop,returning,US,0,0,7.032211808207271
381,1,desktop,new,US,0,1,6.387099781009827
382,1,mobile,new,INTL,0,0,6.644991521495163
383,1,desktop,new,INTL,0,0,7.331591396622642
384,1,desktop,returning,US,0,0,8.588435528967198
385,1,mobile,new,US,0,0,3.9162236444957896
386,0,mobile,returning,US,0,0,7.166746455818539
387,0,desktop,returning,INTL,0,1,6.936025020278835
388,1,desktop,returning,US,0,0,8.152582816495594
389,1,desktop,new,INTL,0,0,4.465266824730716
390,1,desktop,new,INTL,0,1,6.7170590525756815
391,0,mobile,new,INTL,0,1,6.042505050491722
392,0,mobile,new,US,0,0,5.974525317539023
393,1,mobile,returning,INTL,0,1,4.539286681529057
394,0,mobile,new,INTL,0,1,5.741669863053239
395,1,desktop,returning,INTL,1,0,7.511322531010355
396,1,mobile,new,INTL,0,0,8.04962643618175
397,0,mobile,returning,US,0,0,6.280078690255054
398,1,mobile,returning,INTL,0,0,6.991863128234245
399,1,mobile,returning,INTL,0,0,7.874647769990034
400,0,mobile,returning,INTL,1,1,6.740930817583447
401,1,mobile,new,INTL,0,1,7.692379030187139
402,1,mobile,returning,US,1,0,10.223182216789557
403,1,mobile,returning,US,0,1,6.012373505416376
404,0,desktop,returning,INTL,0,0,7.312287708042849
405,1,mobile,returning,US,0,1,10.520219340676409
406,0,mobile,returning,US,0,0,10.292906173325765
407,0,mobile,returning,US,1,1,7.645979909822944
408,1,mobile,returning,INTL,0,0,7.947153691163793
409,0,mobile,returning,US,0,0,6.1199074589830875
410,0,desktop,new,US,0,0,8.99510740052336
411,1,desktop,returning,US,0,0,8.309292328217106
412,1,mobile,returning,INTL,1,0,8.17837960382179
413,1,mobile,returning,INTL,1,0,5.897431101727956
414,1,desktop,returning,US,0,0,6.4958638085518015
415,0,desktop,new,US,0,0,6.376636927473623
416,0,mobile,returning,INTL,1,0,11.074448612155187
417,0,mobile,returning,INTL,0,0,7.389282340499271
418,1,mobile,returning,INTL,0,0,5.831345547275486
419,1,mobile,new,INTL,0,0,5.25769632034245
420,1,mobile,returning,INTL,0,0,9.755789551457505
421,1,mobile,returning,US,0,1,6.342116658759715
422,0,mobile,returning,US,0,0,7.825160697515267
423,0,mobile,returning,INTL,0,1,9.455686496824052
424,0,desktop,returning,INTL,0,1,9.616623223018404
425,1,desktop,returning,US,0,0,7.773334352185157
426,0,mobile,returning,INTL,0,0,9.84496934979986
427,1,desktop,new,INTL,0,0,6.493152530302194
428,0,mobile,new,INTL,0,0,5.7242866921274
429,0,desktop,new,US,0,1,7.0536846284677575
430,0,mobile,returning,US,0,0,9.346907178667463
431,1,mobile,returning,INTL,0,1,5.729480886540525
432,1,mobile,returning,US,0,1,9.525268371104124
433,0,mobile,returning,US,0,0,8.718099198996166
434,0,desktop,returning,INTL,0,0,10.263420408385686
435,1,mobile,returning,INTL,0,0,7.377690507944474
436,0,mobile,new,US,0,0,6.0714589976177935
437,1,mobile,returning,INTL,0,0,7.898329985211225
438,1,mobile,new,US,1,1,5.620274258074118
439,0,mobile,new,US,0,1,7.992299124416769
440,0,mobile,new,INTL,0,1,6.399662069771926
441,1,desktop,new,INTL,0,1,5.658016236328741
442,0,desktop,new,US,0,0,7.214299600091213
443,0,desktop,returning,US,0,0,8.845628474604354
444,1,mobile,new,US,0,0,9.233299651314645
445,1,desktop,returning,INTL,0,0,8.637126881267788
446,1,mobile,new,INTL,0,0,6.656496749199113
447,1,mobile,new,US,0,1,6.123123206300414
448,0,mobile,returning,US,1,0,5.125152578149854
449,0,desktop,returning,US,0,0,7.094817581621263
450,1,desktop,returning,INTL,0,0,7.540863382285799
451,1,desktop,returning,INTL,1,0,5.950522923785789
452,0,desktop,returning,US,0,0,7.607114610781568
453,1,desktop,returning,INTL,0,0,6.143221903027575
454,0,desktop,returning,US,0,1,6.536252594434199
455,0,mobile,returning,US,0,0,8.562373314373858
456,0,mobile,new,US,0,1,8.579096995673876
457,0,mobile,returning,US,0,0,6.156684573083675
458,0,mobile,new,INTL,0,1,3.87677335170799
459,0,mobile,returning,INTL,0,1,7.400890915412249
460,0,mobile,returning,US,0,1,7.979234756732198
461,1,mobile,new,US,0,0,2.4867995238466336
462,1,desktop,new,US,0,0,4.651372587965051
463,1,desktop,new,US,0,1,4.512824024018899
464,1,mobile,returning,INTL,1,0,7.777544036367228
465,0,mobile,new,INTL,0,1,6.338443070554818
466,0,mobile,new,US,0,1,5.470858396969412
467,1,mobile,returning,US,0,0,6.733353114037719
468,0,desktop,returning,US,0,1,7.135449738021093
469,1,mobile,new,INTL,0,0,4.877367123027652
470,0,mobile,new,US,0,1,4.235871383004689
471,1,desktop,new,US,1,0,8.020857007042475
472,0,desktop,new,US,0,0,3.4531473411177096
473,1,mobile,new,US,0,0,3.815544333224337
474,1,desktop,returning,US,0,1,9.502302180973883
475,1,mobile,returning,INTL,0,0,6.702044029278776
476,0,mobile,returning,INTL,1,0,9.207959832553179
477,1,mobile,returning,US,1,1,9.875790763944883
478,1,mobile,new,US,0,0,6.049654402931215
479,1,mobile,new,INTL,0,0,2.9969622512323073
480,1,mobile,returning,INTL,0,0,5.568657652174142
481,1,mobile,new,US,0,0,4.518899384946727
482,0,desktop,returning,INTL,0,1,8.864571696430739
483,1,mobile,returning,INTL,1,1,9.109203339995954
484,1,mobile,returning,US,1,1,6.122519871104338
485,1,desktop,new,US,0,0,4.9726438773599435
486,0,mobile,new,INTL,0,1,5.324024839310018
487,0,desktop,returning,INTL,0,0,7.793926413974986
488,1,mobile,returning,US,0,0,9.543467807617606
489,1,mobile,new,US,0,1,4.6439294880043915
490,0,mobile,returning,US,0,0,8.429579740134345
491,1,mobile,new,INTL,0,0,6.167224953684965
492,0,mobile,new,US,0,0,8.086631825659111
493,0,mobile,returning,US,0,1,8.147206178512514
494,0,mobile,returning,INTL,0,1,10.088787041633307
495,0,mobile,returning,US,1,0,10.941656155894734
496,1,mobile,returning,INTL,0,0,7.1344904389330654
497,0,mobile,new,US,1,0,4.854542303299562
498,1,mobile,returning,US,0,0,10.580600927152329
499,1,mobile,new,US,0,1,6.481623224026926
500,1,mobile,returning,INTL,1,1,7.3187361203261
501,1,mobile,returning,INTL,0,1,8.274942444562754
502,0,desktop,new,US,0,1,4.132535737870962
503,1,mobile,returning,INTL,0,1,8.964128229890857
504,1,desktop,returning,INTL,0,1,5.499954410752695
505,0,mobile,returning,US,1,1,9.805963209759804
506,1,mobile,returning,US,0,1,6.217433697864308
507,1,mobile,new,US,0,0,2.3191820999519166
508,1,desktop,new,INTL,1,0,2.6979378433705383
509,1,mobile,new,INTL,0,0,4.085771130703067
510,1,mobile,new,US,0,1,5.866670738662437
511,0,mobile,returning,US,0,0,6.11516220781189
512,1,mobile,returning,US,0,1,5.4466411158365275
513,1,mobile,returning,US,0,1,6.558669277722004
514,0,mobile,returning,US,0,0,9.411329521728362
515,0,mobile,returning,US,0,0,9.598794228769803
516,0,mobile,new,US,0,1,5.9098053985530745
517,1,mobile,returning,INTL,0,1,8.775054450236363
518,1,desktop,returning,US,1,0,9.231416103116612
519,0,desktop,returning,US,0,1,7.574519056349715
520,1,mobile,new,US,0,0,6.164268165883304
521,0,mobile,returning,US,0,0,6.273733770462198
522,1,desktop,new,INTL,0,0,6.429729597315173
523,1,mobile,returning,US,0,1,5.55097841593637
524,1,mobile,returning,US,0,1,7.514200809083502
525,0,desktop,new,US,1,0,7.527851550794712
526,0,mobile,returning,US,0,1,8.519797269872727
527,0,mobile,returning,US,0,1,8.181133525386489
528,0,desktop,returning,INTL,0,0,8.539046649246254
529,1,mobile,returning,US,0,1,8.294964238126592
530,1,desktop,new,INTL,0,0,8.901003027987855
531,1,desktop,returning,US,0,0,9.178661005640464
532,1,desktop,returning,US,0,0,7.446229256451597
533,1,mobile,new,US,0,0,4.487020570465322
534,1,mobile,returning,INTL,0,0,5.948310074786191
535,1,mobile,returning,US,0,1,5.441142778733731
536,1,mobile,new,US,0,0,1.1512857563809504
537,0,mobile,new,US,0,0,5.0075968626678
538,0,mobile,new,INTL,0,0,3.5933435792001513
539,0,mobile,returning,US,0,0,8.345579992127295
540,1,mobile,returning,INTL,0,0,6.535787872919194
541,1,mobile,new,INTL,0,1,3.1717173700149184
542,0,desktop,returning,INTL,0,1,5.044741905234795
543,1,desktop,new,US,0,1,5.175991818932061
544,1,desktop,returning,INTL,0,0,5.571423942151223
